hbzId,subject,title,otherTitleInformation,corporateBodyForTitle
HT012955614,NULL,Akzente des Sports,20 Jahre Institut für Sportwissenschaft,NULL
HT009329285,NULL,"75 Jahre SIL, 2",NULL,NULL
HT014954063,NULL,"Peter Hille (1854 - 1904), 2: (1890 - 1904)",NULL,NULL
HT015130602,NULL,Naturästhetik als Teil der Kunstrevolution,"Heines 'Lutezia' als ""Produkt der Natur und Kunst""",NULL
HT015130603,NULL,Le personnage in 'Lutezia',"Figuration und Personarium in Heines Pariser 'Berichten über Politik, Kunst und Volksleben' (1840-43/1854)",NULL
HT007439941,NULL,Verhandlungen,Düsseldorf 1994,Westdeutscher Entomologentag
HT006719362,NULL,"Aktivitäten, Perspektiven, Impulse","Ergebnisse der Konferenz ""Gesundheitsberichterstattung in den Ländern"" des BKK BV am 24. März 1995 in Essen",NULL
HT015130606,NULL,"Der Kunstkritiker als ""Flaneur""",Heines Betrachtungen über die bildende Kunst in 'Lutezia',NULL
HT015130607,NULL,Heinrich Heine und Richard Wagner,die ungleichen Zwillinge,NULL
HT015130616,NULL,Höllische Reklame für die Republik,zur Form-Inhalt-Dialektik der 'Lutezia',NULL
HT015130617,NULL,"Heinrich Heine, der politisierende Dichter, und Alexis de Tocqueville, der Politiker als Geschichtsphilosoph",ein Leben zwischen allen Stühlen,NULL
HT015130619,NULL,Heines Kritik des deutschen Nationalismus,NULL,NULL
HT015130621,NULL,"""Werden die Angelegenheiten dieser Welt wirklich gelenkt [...] von der denkenden Vernunft? Oder regiert sie nur ein lachender Gamin, der Gott-Zufall?""",zum Modernediskurs in 'Lutezia',NULL
HT015063035,NULL,Grüne Grenze,"Stellvertreter, Representatives, Rappresentanti ; Österreichischer Pavillon, 45. Biennale di Venezia 14. Juni - 10. Oktober 1993",NULL
HT015063068,NULL,Zelle des Mystagogen,"Platzwechsel, Kunsthalle Zürich und Schweizerisches Landesmuseum, Zürich 2. Juni - 30. Juli 1995",NULL
HT015061851,NULL,"Heimat ist da, wo man sagen kann: Die Frau da drüben, die trug als Mädchen mal eine Zahnspange",Danksagung zum Margarete-Schrader-Preis,NULL
HT008054397,NULL,Verhandlungen,Düsseldorf 1996,Westdeutscher Entomologentag
HT002841607,NULL,Neue Kommunikationskultur durch neue Medien?,Forum Kommunikationskultur 1984 ; d. Referate u. Beitr. d. Tagung vom 15. - 17.11.1984 im Zentrum für Interdisziplinäre Forschung d. Univ. Bielefeld,NULL
HT002841617,NULL,Weniger Arbeit - mehr Kultur?,zur Kulturarbeit d. Selbsthilfeinitiativen ; d. Referate u. Statements d. Tagung vom 27. bis 29. Juni 1985 im Kulturzentrum Schlachthof in Bremen,NULL
HT017482724,NULL,102. MNU-Bundeskongress,"Mainz, 7. bis 11. April 2011",NULL
HT017745553,NULL,Verspannungen,vermischte Texte,NULL
HT017607332,NULL,"""Euer Hannes vom Rhein"", 1: Die Heimatzeitung als unparteiisches ""Sprachorgan der Oeffentlichkeit"" mit der Verpflichtung, in der Gemeindepolitik ""ein kritisches Wort zu sprechen"" (1918 - 1929)",NULL,NULL
HT013910618,NULL,"Prospect, BrD: Branchenbericht Dentallabors",Strukturen - Personalbedarfe - Aus- und Weiterbildung - Förderhilfen,NULL
HT002880922,NULL,Wasser und Gewässerausbau,Lebendbau ; Lebendbau an Fließgewässern als Mittel zur Landschaftsentwicklung ; Gewässerausbau im Siegerland ; Wald u. Wasser,NULL
HT014981507,NULL,Das Konzentrationslager Niederhagen in Wewelsburg,NULL,NULL
HT014982014,NULL,de-konstruktiv,NULL,NULL
HT014981518,NULL,Luftaufnahmen 1945 / 2000 - Erinnerungen eines Augenzeugen aus Bentfeld,NULL,NULL
HT014982223,NULL,Gemeindetypisierung Nordrhein-Westfalens nach demographischen Merkmalen,NULL,NULL
HT014982227,NULL,Demographischer Wandel und Arbeitsmarkt,"allgemeine Zusammenhänge, regionale Auswirkungen in Nordrhein-Westfalen und ausgewählte Handlungsfelder",NULL
HT014982058,NULL,Fotografie als Malerei?,ein Gespräch mit Bernhard Blume über die Fotosequenz 'Trautes Heim' im Museum an Ostwall,NULL
HT014981535,NULL,Luftaufnahmen Hövelhof 1944 / 2000,NULL,NULL
HT014981929,NULL,"Mimesis, anarchy and observation",on the photo series 'Abstrakte Kunst (Abstract Art)' by Anna and Bernhard Blume,NULL
HT014981433,NULL,Aktuelle Luftaufnahmen aus dem Kreis Paderborn,NULL,NULL
HT014981437,NULL,Archäologische Luftaufnahmenaus dem Kreis Paderborn,NULL,NULL
HT013680580,NULL,Grenzen en grensproblemen,een bundel studies uitg. door het Nedersaksisch Instituut van de R.U. Groningen ter gelegenheid van zijn 30-jarig bestaan,NULL
HT005035108,NULL,Lehrer und Erzieher sein,Bericht über die 3. Ferienakademie für Lehrer an Freien Katholischen Schulen im Bistum Münster in Hopsten (6. - 9. Aug. 1984),NULL
HT014981471,NULL,Luftaufnahmen Wünnenberg 1945 / Bad Wünnenberg 2002,NULL,NULL
HT014981481,NULL,Luftaufnahmen Nordborchen 1944 / 2004,NULL,NULL
HT014981477,NULL,Luftaufnahmen Etteln 1945 / 2004,NULL,NULL
HT014981649,NULL,Kitchen rage and other cases of domestic madness,the actionsof Anna and Bernhard Blume,NULL
HT014981494,NULL,Luftaufnahmen Wewelsburg 1945 / 2000,NULL,NULL
HT017833544,NULL,14. Kölner Kanal- und Kläranlagen-Kolloquium,"9. und 10. September 2013 im Maternushaus, Köln",NULL
HT018113964,NULL,Jugendschutz,"Grundlagen, Strukturen, Handlungsformen ; 60 Jahre Kinder- und Jugendschutz in Nordrhein-Westfalen",NULL
HT017474187,NULL,KIT - Kunst im Tunnel,NULL,NULL
HT018588479,NULL,Bodenhimmel seit der Steinzeit,NULL,NULL
HT017518595,NULL,Jahrestagung Stahl 2012,NULL,NULL
HT017605945,NULL,Superwahljahr 1999,NULL,NULL
HT013870919,NULL,Untersuchungen zur Lage des frühneuzeitlichen Befestigungsringes von Burg Breitenbend,NULL,NULL
HT018988481,NULL,Klanglandschaften Osteuropas,"vom Mittelalter bis zur Frühromantik zwischen Volkstradition, Kulturdiktat und Emanzipation ; Tage Alter Musik in Herne 13 ; [zehn Konzerte des Westdeutschen Rundfunks Köln 14. - 17. November 2013]",NULL
HT006809447,NULL,Stadtteilorientierte Zusammenarbeit im sozialen Brennpunkt,NULL,NULL
HT011067243,NULL,"Die Regesten der Erzbischöfe von Köln im Mittelalter, 6: 1349 - 1362",(Wilhelm von Gennep),NULL
HT011067246,NULL,"Die Regesten der Erzbischöfe von Köln im Mittelalter, 9: 1381 - 1390",Friedrich van Saarwerden,NULL
HT019063206,NULL,Die Freisetzung von Sphingosin-1-Phosphat aus humanen Thrombozyten ist von der Thromboxanbildung abhängig,NULL,NULL
HT019063243,NULL,Die Freisetzung von Sphingosin-1-Phosphat aus humanen Thrombozyten ist von der Thromboxanbildung abhängig,NULL,NULL
HT019086459,NULL,Spielzeit 2010/11,NULL,NULL
HT019093885,NULL,"Mobilisation der peripheren CD133+- bzw. CD34+-Knochenmark-Stammzellen nach Leberresektion und deren Korrelation mit Ausmaß der Leberresektion, Leberfunktion sowie Höhe und Kinetik der Zytokine im peripheren Blut",NULL,NULL
HT014966577,NULL,Zwischen kommunaler Kooperation und Verwaltungsreform,Fachtagung aus Anlass des 25-jährigen Bestehens des Freiherr-vom-Stein-Instituts am 12. Mai 2006 in Münster,NULL
HT017847791,NULL,"Stifter u. Stiftungen des Kölner Gymnasial- und Stiftungsfonds, 3",NULL,NULL
HT014077801,NULL,Zukunft des Sozialstaates,Freiwilliges soziales Engagement und Selbsthilfe,NULL
HT013998571,NULL,Regionalgeschichtliche Bibliothek,"Mühlhausen/Thür., Köln, Bochum, Haynrode/Thür., Brauweiler, Stommeln, Königsdorf, Hilden, Gruiten",NULL
HT007033713,NULL,Graatsack,Meerbuscher Heimat-Kalender,NULL
HT018682358,NULL,Schutzwürdige Biotope in Mönchengladbach,NULL,NULL
HT014828491,NULL,Schuljahr 1998/99,NULL,NULL
HT015274508,NULL,Das Heim,NULL,NULL
HT015274509,NULL,Der Hamborner Wald,NULL,NULL
HT015274514,NULL,Die Stimme eines ehemaligen Schülers,NULL,NULL
HT015274519,NULL,50 Jahre Schloß Hamborn - eine Besinnung -,NULL,NULL
HT013316230,NULL,"Unsere alte Stadt, 2",NULL,NULL
HT015381253,NULL,Nachdenken über 25 Jahre Projektarbeit,NULL,NULL
HT015381256,NULL,"""Wie werden wir zu dem, was wir sind?""",kulturtheoretische und biographische Erkundungen akademischer Fachkulturen,NULL
HT015381262,NULL,Feldnähe in der quantitativen Forschung - ein Markenzeichen des Siegener Zentrums,NULL,NULL
HT015383756,NULL,Studien des Aachener Kompetenzzentrums für Wissenschaftsgeschichte,NULL,NULL
HT001322277,NULL,Freunde des Museums sammeln,50 Jahre Museum Folkwang in Essen ; 3 Ausstellungen aus dem Besitz von Mitgliedern des Folkwang-Museumsvereins e.V.,NULL
HT015029616,NULL,Heiden,"""Hier was nix passeert""",NULL
HT015029630,NULL,Legden,"""Ich ging zu unserem treuen Freund und Helfer""",NULL
HT015029632,NULL,Raesfeld,"""Feuerwehr kontrollierte den Brand""",NULL
BT000039414,NULL,Obstsorten für den Landesteil Nordrhein,NULL,NULL
HT015029665,NULL,Stadtlohn,"""Wi hiäbbt em de Buxe vöar dei Döre hongen!""",NULL
HT003639810,NULL,Zur Entwicklungspolitik der Bundesländer,"Referate und Materialien zur Fachtagung vom 7.5.1987 von IAFEF in der Landesvertretung des Landes Nordrhein-Westfalen, Bonn",NULL
HT012886763,NULL,NULL,NULL,NULL
BT000175166,NULL,Datenbank zur Umweltberichterstattung,Aufbau und Nutzungsmöglichkeiten,NULL
HT015800414,NULL,Abbregé De La Vie Du Bien Heureux S. Poppon Abbé XXXV. De Stavelot,NULL,NULL
HT015857602,NULL,Place-making an 'green' reuses of brownfields in the Ruhr,NULL,NULL
HT015734599,NULL,Stiftungspraxis an der Essener Münsterkirche des 13. und 14. Jahrhunderts,NULL,NULL
HT016365410,NULL,1949 - 1989 - 2009,NULL,NULL
HT002864204,NULL,Ortszeit Ruhr,d. Magazin für d. Ruhrgebiet,NULL
BT000076540,NULL,Vorschläge zur Verbesserung der kommunalen Wirtschaftsförderungspolitik in Lemgo,"Gutachten, erstellt im Auftrag der Gemeinde Kirchlengern durch die Projektgruppe Forschungs- und Wissenschaftstransfer im polit.-wiss. Bildungszentrum Haus Neuland",NULL
HT015029693,NULL,Vreden,"""In usse Naoberschop""",NULL
HT015029684,NULL,Vélen,der christliche Glaube war ihr Schutz,NULL
HT016917501,NULL,Innovation - Wie geht das?,"Eine Veranstaltung der [ID]factory, Zentrum für Kunsttransfer, TU Dortmund, Institut für Kunst und Materielle Kultur",NULL
HT015029607,NULL,Gronau - Epe,Ein Verbrechen ohne Täter?,NULL
HT010744369,NULL,Top-Magazin Essen,top of the tops,NULL
BT000146394,NULL,Forschungsbericht,NULL,Arbeitsstelle Sondersprachenforschung
HT002792882,NULL,Meppen in alter und neuer Zeit,834 -1984 ; eine Festschrift,NULL
HT007044329,NULL,Vergangenes aus Bislich und Diersfordt,NULL,NULL
HT007044856,NULL,NRW literarisch,Forum für literarisches Leben,NULL
HT001047221,NULL,Stiftungen aus Vergangenheit und Gegenwart,NULL,NULL
HT005030692,NULL,Wie isset? Jot!,Neues zwischen Himmel un Ääd ; Rheinisch beim Wort genommen,NULL
HT018903958,NULL,Mensio - descriptio - structurarum analysis - interpretatio,eine Festschrift für Konrad Bund zur Vollendung des 70. Lebensjahres,NULL
HT019044860,NULL,Above and below and all over the world,Recent paintings,NULL
HT008747371,NULL,Qualifizierung von Projektmanagementbüros nach DIN ISO 9001,"Seminar im Flughafen Köln Bonn, 28. Januar 1995",NULL
HT017766057,NULL,Dokumente,NULL,Bistum Essen
HT015394303,NULL,Imbke und Jürgen zum SiZe-Jubiläum,NULL,NULL
HT015394327,NULL,Ad fontes: Jürgen Zinneckers Ausflug nach Marburg,NULL,NULL
HT017473944,NULL,13. Kölner Kanal- und Kläranlagen-Kolloquium,"17. und 18. Oktober 2012 im Maternushaus, Köln",NULL
HT016937030,NULL,Faltplan Bad Salzuflen,das große Heilbad im lippischen Bergland,NULL
HT017007591,NULL,Stadtrallye des BGV Abt. Solingen,NULL,NULL
HT017010865,NULL,"Werke, 7: Romane, Erzählungen",NULL,NULL
HT014731788,NULL,Evaluation zur Qualität der Hilfen zur Erziehung in Westfälischen Pflegefamilien,Studienprojekt Westfälische Pflegefamilien Fachhochschule Dortmund - Fachhochschule Münster - Landschaftsverband Westfalen-Lippe - Landesjugendamt,NULL
HT018873199,NULL,Erlebnis Linie,Bottrop spielerisch entdecken,NULL
HT007107163,NULL,Restrukturierung kommunaler Unternehmen,Dokumentation von Tagungsbeiträgen,NULL
HT006554847,NULL,"Schriftenreihe Schloß Moyland, 6",NULL,NULL
HT003051642,NULL,"Schulte Witte, 2: Trügg up't Land",NULL,NULL
HT017832484,NULL,Melanchthon,Schwerpunktthema: Melanchthon,NULL
HT007597321,NULL,"Viele Kinder, knappe Mittel, hohe Erwartungen",Perspektiven für Kindertageseinrichtungen,NULL
HT006648730,NULL,Der ISDN-Markt Europa: Innovation und Expansion,Dokumentation des Workshops der ISDN-Forschungskommission am 8. und 9. Dezember 1994,NULL
HT014449279,NULL,Georg Jappe - aus erster Hand,AufZeichnungen ; [zusammen mit Katalog: Lili Fischer - aus erster Hand erschienen anlässlich der gleichnamigen Ausstellung im Stadtmuseum Münster],NULL
HT018409465,NULL,"John Cage - Amerika, eine Vision, 2",NULL,NULL
HT014124137,NULL,Marlene Lipski,NULL,NULL
HT017472770,NULL,"Kunstpreis Wesseling, 6: Spannungen, Schatten und Licht","Ausstellung vom 20. September bis 12. Oktober 2003, Ausstellungsort: Galerie Schwingeler Hof, Wesseling",NULL
TT002034943,NULL,Op Platt,Texte aus den Kreisen Hochsauerland und Olpe zum Lesen und zum Hören ; [Vortragsabend 19. März 2001 Lennestadt-Langenei],NULL
HT017716875,NULL,Odyssee,NULL,NULL
HT012813250,NULL,Stahlspundwände,Planung und Anwendung,NULL
HT012817488,NULL,"""Baum, Wald, Landschaft, Mensch, Kulturlandschaft - Erbe und Zukunft von und für Generationen""","Symposium vom 27.10.1999 im Jugendwaldheim Obereimer, Arnsberg",NULL
HT013074043,NULL,Geschichte und Geschichten aus der Königshardt,NULL,NULL
HT013236049,NULL,NULL,NULL,NULL
HT013148955,NULL,NULL,NULL,NULL
HT015995281,NULL,Reformierter Protestantismus vor den Herausforderungen der Neuzeit,Vorträge der sechsten Emder Tagung zur Geschichte des Reformierten Protestantismus,NULL
HT013819886,NULL,Von Dürer bis Tiepolo,"christliche Themen in druckgraphischen Folgen vom 15. bis 18. Jahrhundert ; eine Ausstellung des Kreises Unna und der Stadt Unna ; Evangelische Stadtkirche Unna 1. bis 28. September 1980, Erzbischöfliches Diözesanmuseum Paderborn 10. Oktober bis 2. November 1980",NULL
HT003103765,NULL,Politik,NULL,NULL
HT012762166,NULL,Das Schiff mit sauberem Antrieb,Festkolloquium zur Pensionierung von Prof. Wietasch,NULL
BT000090369,NULL,Und ich schaue den Leib des Lebens,Gedichte,NULL
HT013605222,NULL,Umsetzungshilfen zum neuen Lehrplan Sport für die gymnasiale Oberstufe,Materialien aus den regionalen Curriculumwerkstätten,NULL
HT003449222,NULL,Das berufsbegleitende Studium der Sozialarbeit,"erste Erfahrungen, Analysen und Dokumente",NULL
HT013370484,NULL,Präklinische Reanimationen im Rettungsdienstbereich Münster,eine Qualitätsanalyse der Jahre 1993 und 1995,NULL
HT013696329,NULL,Großkrankenhäuser - Planung und Wirklichkeit,"Verhandlungen des Symposiums, veranstaltet aus Anlaß des 65. Geburtstages von Heinz Goerke am 13. Dezember 1983 in München",NULL
HT003757601,NULL,New approaches in exploration geology,Aachen 1989 ; mit 12 Tab.,NULL
HT001109118,NULL,Arbeiten aus Karton,NULL,NULL
HT001109119,NULL,Arbeiten auf Papier,NULL,NULL
HT001109120,NULL,Arbeiten im Raum,NULL,NULL
HT012765673,NULL,"In Sprache gebunden, 2,1",NULL,NULL
HT005018125,NULL,Geschichtsverein der Gemeinde Inden e.V,NULL,NULL
HT012901073,NULL,Gemeindenahe Psychiatrie,NULL,NULL
HT013663880,NULL,Der Fluch des Käpt'n Korby,NULL,NULL
HT004248310,NULL,Dokumentation,vom 20. - 22. März 1985 in Kronenburg/Eifel,Fortbildungstagung der Lehrer an Studienkollegs für Ausländische Studierende in Nordrhein-Westfalen
HT017629337,NULL,Winter,NULL,NULL
HT004521570,NULL,Kanalinformationssysteme,NULL,NULL
TT002653704,NULL,Kölner Kirchen und ihre Ausstattung in Renaissance und Barock,NULL,NULL
HT016048801,NULL,Edition Wasserburg,NULL,NULL
HT009974548,NULL,"Qualitätsentwicklung - eine Option für Güte, 2",NULL,NULL
HT016481403,NULL,Ansätze zur Förderung akademischer Schreibkompetenz an der Hochschule,"Fachtagung ""Studienbegleitende Angebote zum akademischen Schreiben in der Fremdsprache Deutsch"", 2.- 3. März 2009 an der Universität Bielefeld",NULL
HT016697015,NULL,True faces,NULL,NULL
HT016852521,NULL,Impulse: Schwere und mehrfache Behinderung,NULL,NULL
HT017747982,NULL,"Gibt es das Nichts, die Leere, das Hohle?","Annäherungen ; [Dokumentation der Akademie des Deutschen Werkbundes NW, die am 7. bis zum 9. Juni 2013 in Schloß Gnadenthal bei Kleve stattfand]",NULL
HT017747960,NULL,Dokumentation der jährlichen Akademie des Deutschen Werkbundes NW,2012,NULL
HT019579951,NULL,Ein Instrument wahrhaft europäischen Ranges,vor 1600 bis 2011,NULL
HT019579218,NULL,Psychiatrie- und Gewalterfahrungen von Kindern und Jugendlichen im St. Johannes-Stift in Marsberg (1945-1980),"Anstaltsalltag, individuelle Erinnerung, biographische Verarbeitung",NULL
HT019525402,NULL,Azubi Basics,die besten Insider-Tipps für einen perfekten Start,NULL
HT019580030,NULL,Johann Daniel Nöhe aus Weidenau (Siegerland) als Stammvater der ostpreußischen Familie Neh,NULL,NULL
HT019580131,NULL,Gilsuk Ko - Kennen; Lernen,eine Ausstellung des Jungen Museums 2016/2017,NULL
HT019537166,NULL,"Beiträge zur Geschichte der Reformation in Westfalen, 1: ""Langes"" 15. Jahrhundert, Übergänge und Zäsuren",Beiträge der Tagung am 30. und 31. Oktober 2015 in Lippstadt,NULL
